Genotype,nitrogen,Cob_Width_2018,Cob_Weight_2018,Cob_Length_2018,Weight_of_20_Kernel_2018
N192,+N,24.75,8.45,13.95,4.2
N28Ht,+N,26,14.66666667,11,3.9
N28Ht,+N,26,14.66666667,11,4.6
N28Ht,+N,26,17.96666667,11.76666667,3.9
N28Ht,+N,26,17.96666667,11.76666667,4.6
N28Ht,+N,26,17.96666667,11,3.9
N28Ht,+N,26,17.96666667,11,4.6
N28Ht,+N,25.66666667,14.66666667,11,3.9
N28Ht,+N,25.66666667,14.66666667,11,4.6
N28Ht,+N,25.66666667,17.96666667,11.76666667,3.9
N28Ht,+N,25.66666667,17.96666667,11.76666667,4.6
N28Ht,+N,25.66666667,17.96666667,11,3.9
N28Ht,+N,25.66666667,17.96666667,11,4.6
N28Ht,+N,25.66666667,14.66666667,11.76666667,3.9
N28Ht,+N,25.66666667,14.66666667,11.76666667,4.6
N28Ht,+N,26,14.66666667,11.76666667,3.9
N28Ht,+N,26,14.66666667,11.76666667,4.6
N6,+N,25.6,10.9,13.05,4.9
N6,+N,25.6,10.9,13.05,3.7
N6,+N,25.6,13.825,13.6,4.9
N6,+N,25.6,13.825,13.6,3.7
N6,+N,22.76666667,10.9,13.05,4.9
N6,+N,22.76666667,10.9,13.05,3.7
N6,+N,25.6,10.9,13.6,4.9
N6,+N,25.6,10.9,13.6,3.7
N6,+N,25.6,13.825,13.05,4.9
N6,+N,25.6,13.825,13.05,3.7
N6,+N,22.76666667,13.825,13.6,4.9
N6,+N,22.76666667,13.825,13.6,3.7
N6,+N,22.76666667,10.9,13.6,4.9
N6,+N,22.76666667,10.9,13.6,3.7
N6,+N,22.76666667,13.825,13.05,4.9
N6,+N,22.76666667,13.825,13.05,3.7
NC222,+N,22.53333333,6.233333333,7.69,5.3
NC222,+N,22.53333333,6.233333333,7.69,5.1
NC222,+N,22.53333333,6.233333333,7.466666667,5.3
NC222,+N,22.53333333,6.233333333,7.466666667,5.1
NC222,+N,18.96666667,6.233333333,7.69,5.3
NC222,+N,18.96666667,6.233333333,7.69,5.1
NC222,+N,18.96666667,6.233333333,7.466666667,5.3
NC222,+N,18.96666667,6.233333333,7.466666667,5.1
NC222,+N,22.53333333,6,7.69,5.3
NC222,+N,22.53333333,6,7.69,5.1
NC222,+N,22.53333333,6,7.466666667,5.3
NC222,+N,22.53333333,6,7.466666667,5.1
NC222,+N,18.96666667,6,7.466666667,5.3
NC222,+N,18.96666667,6,7.466666667,5.1
NC222,+N,18.96666667,6,7.69,5.3
NC222,+N,18.96666667,6,7.69,5.1
NC230,+N,18.8,8.3,6.066666667,4.7
NC230,+N,18.8,8.3,6.066666667,4.6
NC230,+N,18.8,4.166666667,6.066666667,4.7
NC230,+N,18.8,4.166666667,6.066666667,4.6
NC230,+N,15.66666667,8.3,6.066666667,4.7
NC230,+N,15.66666667,8.3,6.066666667,4.6
NC230,+N,15.66666667,4.166666667,6.066666667,4.7
NC230,+N,15.66666667,4.166666667,6.066666667,4.6
NC236,+N,18.32,10.63333333,8.86,5.2
NC236,+N,18.32,10.63333333,8.86,5.1
NC236,+N,18.32,10.63333333,10.86666667,5.2
NC236,+N,18.32,10.63333333,10.86666667,5.1
NC236,+N,21.63333333,10.63333333,8.86,5.2
NC236,+N,21.63333333,10.63333333,8.86,5.1
NC236,+N,21.63333333,10.63333333,10.86666667,5.2
NC236,+N,21.63333333,10.63333333,10.86666667,5.1
NC236,+N,18.32,6.08,8.86,5.2
NC236,+N,18.32,6.08,8.86,5.1
NC236,+N,18.32,6.08,10.86666667,5.2
NC236,+N,18.32,6.08,10.86666667,5.1
NC236,+N,21.63333333,6.08,10.86666667,5.2
NC236,+N,21.63333333,6.08,10.86666667,5.1
NC236,+N,21.63333333,6.08,8.86,5.2
NC236,+N,21.63333333,6.08,8.86,5.1
NC238,+N,,15.53333333,9.683333333,5.4
NC238,+N,20.96666667,15.53333333,9.683333333,5.4
NC250,+N,23.525,14.125,11.7,4.4
NC250,+N,23.525,14.125,11.7,5
NC250,+N,23.525,11.16666667,10.525,4.4
NC250,+N,23.525,11.16666667,10.525,5
NC250,+N,21.73333333,14.125,11.7,4.4
NC250,+N,21.73333333,14.125,11.7,5
NC250,+N,21.73333333,14.125,10.525,4.4
NC250,+N,21.73333333,14.125,10.525,5
NC250,+N,21.73333333,11.16666667,11.7,4.4
NC250,+N,21.73333333,11.16666667,11.7,5
NC250,+N,21.73333333,11.16666667,10.525,4.4
NC250,+N,21.73333333,11.16666667,10.525,5
NC250,+N,23.525,14.125,10.525,4.4
NC250,+N,23.525,14.125,10.525,5
NC250,+N,23.525,11.16666667,11.7,4.4
NC250,+N,23.525,11.16666667,11.7,5
NC258,+N,25.6,18.4,10.66,4.3
NC258,+N,25.6,18.4,10.66,3.8
NC258,+N,25.6,18.4,13.25,4.3
NC258,+N,25.6,18.4,13.25,3.8
NC258,+N,25.6,9.66,10.66,4.3
NC258,+N,25.6,9.66,10.66,3.8
NC258,+N,25.6,9.66,13.25,4.3
NC258,+N,25.6,9.66,13.25,3.8
NC258,+N,20.72,18.4,10.66,4.3
NC258,+N,20.72,18.4,10.66,3.8
NC258,+N,20.72,18.4,13.25,4.3
NC258,+N,20.72,18.4,13.25,3.8
NC258,+N,20.72,9.66,10.66,4.3
NC258,+N,20.72,9.66,10.66,3.8
NC258,+N,20.72,9.66,13.25,4.3
NC258,+N,20.72,9.66,13.25,3.8
NC260,+N,22.775,14.825,13.4,3.7
NC260,+N,22.775,14.825,13.4,3.9
NC260,+N,22.775,14.825,12.67666667,3.7
NC260,+N,22.775,14.825,12.67666667,3.9
NC260,+N,23.16666667,14.825,13.4,3.7
NC260,+N,23.16666667,14.825,13.4,3.9
NC260,+N,23.16666667,14.825,12.67666667,3.7
NC260,+N,23.16666667,14.825,12.67666667,3.9
NC260,+N,23.16666667,14.93333333,13.4,3.7
NC260,+N,23.16666667,14.93333333,13.4,3.9
NC260,+N,23.16666667,14.93333333,12.67666667,3.7
NC260,+N,23.16666667,14.93333333,12.67666667,3.9
NC260,+N,22.775,14.93333333,12.67666667,3.7
NC260,+N,22.775,14.93333333,12.67666667,3.9
NC260,+N,22.775,14.93333333,13.4,3.7
NC260,+N,22.775,14.93333333,13.4,3.9
NC262,+N,22.52,5.92,6.656,5.3
NC262,+N,22.52,5.92,6.656,6.9
NC262,+N,22.52,7.45,8.025,5.3
NC262,+N,22.52,7.45,8.025,6.9
NC262,+N,22.52,5.92,8.025,5.3
NC262,+N,22.52,5.92,8.025,6.9
NC262,+N,26.325,5.92,6.656,5.3
NC262,+N,26.325,5.92,6.656,6.9
NC262,+N,26.325,7.45,8.025,5.3
NC262,+N,26.325,7.45,8.025,6.9
NC262,+N,26.325,7.45,6.656,5.3
NC262,+N,26.325,7.45,6.656,6.9
NC262,+N,22.52,7.45,6.656,5.3
NC262,+N,22.52,7.45,6.656,6.9
NC262,+N,26.325,5.92,8.025,5.3
NC262,+N,26.325,5.92,8.025,6.9
NC264,+N,21,9.525,10.45,4.9
NC264,+N,21,9.525,10.45,5
NC264,+N,21,9.525,10.45,4.9
NC264,+N,21,9.525,10.45,5
NC264,+N,23.25,11.85,10.45,4.9
NC264,+N,23.25,11.85,10.45,5
NC264,+N,23.25,11.85,10.45,4.9
NC264,+N,23.25,11.85,10.45,5
NC264,+N,23.25,9.525,10.45,4.9
NC264,+N,23.25,9.525,10.45,5
NC264,+N,23.25,9.525,10.45,4.9
NC264,+N,23.25,9.525,10.45,5
NC264,+N,21,11.85,10.45,4.9
NC264,+N,21,11.85,10.45,5
NC264,+N,21,11.85,10.45,4.9
NC264,+N,21,11.85,10.45,5
NC268,+N,17.525,6.25,11.05,5.1
NC268,+N,,6.25,11.05,5.1
NC290A,+N,24.4,12.53333333,10.76666667,5.8
NC290A,+N,24.4,12.53333333,10.76666667,6.1
NC290A,+N,24.4,12.53333333,11.17142857,5.8
NC290A,+N,24.4,12.53333333,11.17142857,6.1
NC290A,+N,24.4,10.12857143,10.76666667,5.8
NC290A,+N,24.4,10.12857143,10.76666667,6.1
NC290A,+N,24.4,10.12857143,11.17142857,5.8
NC290A,+N,24.4,10.12857143,11.17142857,6.1
NC290A,+N,26.76666667,12.53333333,10.76666667,5.8
NC290A,+N,26.76666667,12.53333333,10.76666667,6.1
NC290A,+N,26.76666667,12.53333333,11.17142857,5.8
NC290A,+N,26.76666667,12.53333333,11.17142857,6.1
NC290A,+N,26.76666667,10.12857143,10.76666667,5.8
NC290A,+N,26.76666667,10.12857143,10.76666667,6.1
NC290A,+N,26.76666667,10.12857143,11.17142857,5.8
NC290A,+N,26.76666667,10.12857143,11.17142857,6.1
NC292,+N,27.35,10.5,9.85,3.8
NC292,+N,,10.5,9.85,3.8
NC294,+N,23.175,11.675,11.875,3.8
NC294,+N,23.175,11.675,11.875,3.7
NC294,+N,23.175,8.933333333,11.76666667,3.8
NC294,+N,23.175,8.933333333,11.76666667,3.7
NC294,+N,22.96666667,11.675,11.875,3.8
NC294,+N,22.96666667,11.675,11.875,3.7
NC294,+N,23.175,11.675,11.76666667,3.8
NC294,+N,23.175,11.675,11.76666667,3.7
NC294,+N,23.175,8.933333333,11.875,3.8
NC294,+N,23.175,8.933333333,11.875,3.7
NC294,+N,22.96666667,8.933333333,11.76666667,3.8
NC294,+N,22.96666667,8.933333333,11.76666667,3.7
NC294,+N,22.96666667,11.675,11.76666667,3.8
NC294,+N,22.96666667,11.675,11.76666667,3.7
NC294,+N,22.96666667,8.933333333,11.875,3.8
NC294,+N,22.96666667,8.933333333,11.875,3.7
NC296,+N,,8.366666667,13.35,6.5
NC296,+N,17.43333333,8.366666667,13.35,6.5
NC298,+N,15.35,5.55,11.33333333,5
NC298,+N,15.35,5.55,11.33333333,3.7
NC298,+N,15.35,5.55,11.7,5
NC298,+N,15.35,5.55,11.7,3.7
NC298,+N,17.73333333,5.633333333,11.33333333,5
NC298,+N,17.73333333,5.633333333,11.33333333,3.7
NC298,+N,17.73333333,5.633333333,11.7,5
NC298,+N,17.73333333,5.633333333,11.7,3.7
NC298,+N,17.73333333,5.55,11.33333333,5
NC298,+N,17.73333333,5.55,11.33333333,3.7
NC298,+N,17.73333333,5.55,11.7,5
NC298,+N,17.73333333,5.55,11.7,3.7
NC298,+N,15.35,5.633333333,11.33333333,5
NC298,+N,15.35,5.633333333,11.33333333,3.7
NC298,+N,15.35,5.633333333,11.7,5
NC298,+N,15.35,5.633333333,11.7,3.7
NC302,+N,19.6,18.7,10.8,5.6
NC302,+N,,18.7,10.8,5.6
NC304,+N,,7.6,7.65,4.8
NC304,+N,23.4,7.6,7.65,4.8
NC306,+N,,9.9,11.7,6
NC306,+N,20.3,9.9,11.7,6
NC308,+N,23,7.633333333,10.93333333,4.5
NC308,+N,23,7.633333333,10.93333333,4.9
NC308,+N,23,12.9,12.525,4.5
NC308,+N,23,12.9,12.525,4.9
NC308,+N,23,7.633333333,12.525,4.5
NC308,+N,23,7.633333333,12.525,4.9
NC308,+N,22.46666667,7.633333333,10.93333333,4.5
NC308,+N,22.46666667,7.633333333,10.93333333,4.9
NC308,+N,22.46666667,12.9,12.525,4.5
NC308,+N,22.46666667,12.9,12.525,4.9
NC308,+N,22.46666667,12.9,10.93333333,4.5
NC308,+N,22.46666667,12.9,10.93333333,4.9
NC308,+N,23,12.9,10.93333333,4.5
NC308,+N,23,12.9,10.93333333,4.9
NC308,+N,22.46666667,7.633333333,12.525,4.5
NC308,+N,22.46666667,7.633333333,12.525,4.9
NC310,+N,24.05,13.1,12.7,3.1
NC310,+N,24.05,13.1,12.7,3.8
NC310,+N,24.05,13.1,10.25,3.1
NC310,+N,24.05,13.1,10.25,3.8
NC310,+N,25.5,15.9,12.7,3.1
NC310,+N,25.5,15.9,12.7,3.8
NC310,+N,25.5,15.9,10.25,3.1
NC310,+N,25.5,15.9,10.25,3.8
NC310,+N,25.5,13.1,12.7,3.1
NC310,+N,25.5,13.1,12.7,3.8
NC310,+N,25.5,13.1,10.25,3.1
NC310,+N,25.5,13.1,10.25,3.8
NC310,+N,24.05,15.9,12.7,3.1
NC310,+N,24.05,15.9,12.7,3.8
NC310,+N,24.05,15.9,10.25,3.1
NC310,+N,24.05,15.9,10.25,3.8
NC312,+N,20,12.825,11.2,4.5
NC312,+N,20,12.825,11.2,5.5
NC312,+N,20,16,12.9,4.5
NC312,+N,20,16,12.9,5.5
NC312,+N,20,12.825,12.9,4.5
NC312,+N,20,12.825,12.9,5.5
NC312,+N,21.625,12.825,11.2,4.5
NC312,+N,21.625,12.825,11.2,5.5
NC312,+N,21.625,16,12.9,4.5
NC312,+N,21.625,16,12.9,5.5
NC312,+N,21.625,16,11.2,4.5
NC312,+N,21.625,16,11.2,5.5
NC312,+N,20,16,11.2,4.5
NC312,+N,20,16,11.2,5.5
NC312,+N,21.625,12.825,12.9,4.5
NC312,+N,21.625,12.825,12.9,5.5
NC316,+N,23.1,19.05,12.8,4.5
NC316,+N,23.1,19.05,12.8,4.4
NC316,+N,23.1,19.05,11.3,4.5
NC316,+N,23.1,19.05,11.3,4.4
NC316,+N,26.525,19.05,12.8,4.5
NC316,+N,26.525,19.05,12.8,4.4
NC316,+N,26.525,19.05,11.3,4.5
NC316,+N,26.525,19.05,11.3,4.4
NC316,+N,26.525,8.8,12.8,4.5
NC316,+N,26.525,8.8,12.8,4.4
NC316,+N,26.525,8.8,11.3,4.5
NC316,+N,26.525,8.8,11.3,4.4
NC316,+N,23.1,8.8,11.3,4.5
NC316,+N,23.1,8.8,11.3,4.4
NC316,+N,23.1,8.8,12.8,4.5
NC316,+N,23.1,8.8,12.8,4.4
NC318,+N,15.66,9.375,10.3,4.3
NC318,+N,15.66,9.375,10.3,3.3
NC318,+N,15.66,4.7,11.25,4.3
NC318,+N,15.66,4.7,11.25,3.3
NC318,+N,15.66,4.7,10.3,4.3
NC318,+N,15.66,4.7,10.3,3.3
NC318,+N,15.15,9.375,10.3,4.3
NC318,+N,15.15,9.375,10.3,3.3
NC318,+N,15.15,4.7,11.25,4.3
NC318,+N,15.15,4.7,11.25,3.3
NC318,+N,15.15,4.7,10.3,4.3
NC318,+N,15.15,4.7,10.3,3.3
NC318,+N,15.15,9.375,11.25,4.3
NC318,+N,15.15,9.375,11.25,3.3
NC318,+N,15.66,9.375,11.25,4.3
NC318,+N,15.66,9.375,11.25,3.3
NC320,+N,21.075,8.525,10.075,5.3
NC320,+N,21.075,8.525,10.075,5.2
NC320,+N,21.075,8.525,10.75,5.3
NC320,+N,21.075,8.525,10.75,5.2
NC320,+N,21.25,8.525,10.075,5.3
NC320,+N,21.25,8.525,10.075,5.2
NC320,+N,21.25,8.525,10.75,5.3
NC320,+N,21.25,8.525,10.75,5.2
NC320,+N,21.25,9.175,10.075,5.3
NC320,+N,21.25,9.175,10.075,5.2
NC320,+N,21.25,9.175,10.75,5.3
NC320,+N,21.25,9.175,10.75,5.2
NC320,+N,21.075,9.175,10.075,5.3
NC320,+N,21.075,9.175,10.075,5.2
NC320,+N,21.075,9.175,10.75,5.3
NC320,+N,21.075,9.175,10.75,5.2
NC324,+N,19.6,10.7,8.3,3.5
NC324,+N,,10.7,8.3,3.5
NC326,+N,28.3,20.13333333,14.26666667,3.4
NC326,+N,28.3,20.13333333,14.26666667,5.6
NC326,+N,25,20.13333333,12.475,3.4
NC326,+N,25,20.13333333,12.475,5.6
NC326,+N,28.3,20.13333333,12.475,3.4
NC326,+N,28.3,20.13333333,12.475,5.6
NC326,+N,25,20.13333333,14.26666667,3.4
NC326,+N,25,20.13333333,14.26666667,5.6
NC328,+N,27.16666667,12.53333333,10.63333333,4
NC328,+N,27.16666667,12.53333333,10.63333333,4.9
NC328,+N,27.16666667,12.53333333,9.975,4
NC328,+N,27.16666667,12.53333333,9.975,4.9
NC328,+N,27.16666667,10.85,10.63333333,4
NC328,+N,27.16666667,10.85,10.63333333,4.9
NC328,+N,27.16666667,10.85,9.975,4
NC328,+N,27.16666667,10.85,9.975,4.9
NC328,+N,24.5,12.53333333,10.63333333,4
NC328,+N,24.5,12.53333333,10.63333333,4.9
NC328,+N,24.5,12.53333333,9.975,4
NC328,+N,24.5,12.53333333,9.975,4.9
NC328,+N,24.5,10.85,10.63333333,4
NC328,+N,24.5,10.85,10.63333333,4.9
NC328,+N,24.5,10.85,9.975,4
NC328,+N,24.5,10.85,9.975,4.9
NC330,+N,,16.475,11.175,4.4
NC330,+N,26.325,16.475,11.175,4.4
NC332,+N,15.025,10.6,10.975,4.6
NC332,+N,15.025,10.6,10.975,4.3
NC332,+N,15.025,10.6,12.35,4.6
NC332,+N,15.025,10.6,12.35,4.3
NC332,+N,15.65,10.6,10.975,4.6
NC332,+N,15.65,10.6,10.975,4.3
NC332,+N,15.65,10.6,12.35,4.6
NC332,+N,15.65,10.6,12.35,4.3
NC332,+N,15.65,5.125,10.975,4.6
NC332,+N,15.65,5.125,10.975,4.3
NC332,+N,15.65,5.125,12.35,4.6
NC332,+N,15.65,5.125,12.35,4.3
NC332,+N,15.025,5.125,12.35,4.6
NC332,+N,15.025,5.125,12.35,4.3
NC332,+N,15.025,5.125,10.975,4.6
NC332,+N,15.025,5.125,10.975,4.3
NC334,+N,15.5,20.21666667,10.38333333,4.3
NC334,+N,15.5,20.21666667,10.38333333,4.2
NC334,+N,15.5,5.35,10.7,4.3
NC334,+N,15.5,5.35,10.7,4.2
NC334,+N,15.5,5.35,10.38333333,4.3
NC334,+N,15.5,5.35,10.38333333,4.2
NC334,+N,14.65,20.21666667,10.38333333,4.3
NC334,+N,14.65,20.21666667,10.38333333,4.2
NC334,+N,14.65,5.35,10.7,4.3
NC334,+N,14.65,5.35,10.7,4.2
NC334,+N,14.65,5.35,10.38333333,4.3
NC334,+N,14.65,5.35,10.38333333,4.2
NC334,+N,14.65,20.21666667,10.7,4.3
NC334,+N,14.65,20.21666667,10.7,4.2
NC334,+N,15.5,20.21666667,10.7,4.3
NC334,+N,15.5,20.21666667,10.7,4.2
NC336,+N,,11.2,15.23333333,6.8
NC336,+N,22.33333333,11.2,15.23333333,6.8
NC338,+N,,5.4,7.433333333,4.6
NC338,+N,21.23333333,5.4,7.433333333,4.6
NC340,+N,23.35,13.7,9.2,7.6
NC340,+N,23.35,13.7,9.2,4.4
NC340,+N,23.35,13.7,12.66666667,7.6
NC340,+N,23.35,13.7,12.66666667,4.4
NC340,+N,23.35,16.63333333,9.2,7.6
NC340,+N,23.35,16.63333333,9.2,4.4
NC340,+N,23.35,16.63333333,12.66666667,7.6
NC340,+N,23.35,16.63333333,12.66666667,4.4
NC340,+N,26.7,13.7,9.2,7.6
NC340,+N,26.7,13.7,9.2,4.4
NC340,+N,26.7,13.7,12.66666667,7.6
NC340,+N,26.7,13.7,12.66666667,4.4
NC340,+N,26.7,16.63333333,9.2,7.6
NC340,+N,26.7,16.63333333,9.2,4.4
NC340,+N,26.7,16.63333333,12.66666667,7.6
NC340,+N,26.7,16.63333333,12.66666667,4.4
NC342,+N,25.6,18,14,5.4
NC342,+N,25.6,18,14,5.4
NC342,+N,25.6,18,14.87,5.4
NC342,+N,25.6,18,14.87,5.4
NC342,+N,25.6,16.78,14,5.4
NC342,+N,25.6,16.78,14,5.4
NC342,+N,25.6,16.78,14.87,5.4
NC342,+N,25.6,16.78,14.87,5.4
NC342,+N,23.5,18,14,5.4
NC342,+N,23.5,18,14,5.4
NC342,+N,23.5,18,14.87,5.4
NC342,+N,23.5,18,14.87,5.4
NC342,+N,23.5,16.78,14,5.4
NC342,+N,23.5,16.78,14,5.4
NC342,+N,23.5,16.78,14.87,5.4
NC342,+N,23.5,16.78,14.87,5.4
NC346,+N,21.1,12.8,14.7,6.8
NC346,+N,,12.8,14.7,6.8
NC348,+N,18.425,8.166666667,11.1,4.9
NC348,+N,18.425,8.166666667,11.1,5.4
NC348,+N,18.425,8.166666667,12.275,4.9
NC348,+N,18.425,8.166666667,12.275,5.4
NC348,+N,18.425,9.4,11.1,4.9
NC348,+N,18.425,9.4,11.1,5.4
NC348,+N,18.425,9.4,12.275,4.9
NC348,+N,18.425,9.4,12.275,5.4
NC348,+N,20.23333333,8.166666667,11.1,4.9
NC348,+N,20.23333333,8.166666667,11.1,5.4
NC348,+N,20.23333333,8.166666667,12.275,4.9
NC348,+N,20.23333333,8.166666667,12.275,5.4
NC348,+N,20.23333333,9.4,11.1,4.9
NC348,+N,20.23333333,9.4,11.1,5.4
NC348,+N,20.23333333,9.4,12.275,4.9
NC348,+N,20.23333333,9.4,12.275,5.4
NC350,+N,19.93333333,7.066666667,10.43333333,4.6
NC350,+N,19.93333333,7.066666667,10.43333333,5.5
NC350,+N,19.93333333,7.066666667,9.025,4.6
NC350,+N,19.93333333,7.066666667,9.025,5.5
NC350,+N,19.93333333,6.525,10.43333333,4.6
NC350,+N,19.93333333,6.525,10.43333333,5.5
NC350,+N,19.93333333,6.525,9.025,4.6
NC350,+N,19.93333333,6.525,9.025,5.5
NC350,+N,18,7.066666667,10.43333333,4.6
NC350,+N,18,7.066666667,10.43333333,5.5
NC350,+N,18,7.066666667,9.025,4.6
NC350,+N,18,7.066666667,9.025,5.5
NC350,+N,18,6.525,10.43333333,4.6
NC350,+N,18,6.525,10.43333333,5.5
NC350,+N,18,6.525,9.025,4.6
NC350,+N,18,6.525,9.025,5.5
NC352,+N,21.03333333,12.7,13.9,7.5
NC352,+N,21.03333333,12.7,13.9,5.7
NC352,+N,21.03333333,12.7,16.04,7.5
NC352,+N,21.03333333,12.7,16.04,5.7
NC352,+N,21.03333333,12.4,13.9,7.5
NC352,+N,21.03333333,12.4,13.9,5.7
NC352,+N,21.03333333,12.4,16.04,7.5
NC352,+N,21.03333333,12.4,16.04,5.7
NC352,+N,22.46,12.7,13.9,7.5
NC352,+N,22.46,12.7,13.9,5.7
NC352,+N,22.46,12.7,16.04,7.5
NC352,+N,22.46,12.7,16.04,5.7
NC352,+N,22.46,12.4,13.9,7.5
NC352,+N,22.46,12.4,13.9,5.7
NC352,+N,22.46,12.4,16.04,7.5
NC352,+N,22.46,12.4,16.04,5.7
NC354,+N,22.2,10.375,9.175,5.1
NC354,+N,,10.375,9.175,5.1
NC356,+N,,6.966666667,9.166666667,5.1
NC356,+N,21.36666667,6.966666667,9.166666667,5.1
NC358,+N,20.66,11.06,12.32,4.4
NC358,+N,20.66,11.06,12.32,4.2
NC358,+N,20.66,11.06,12.23333333,4.4
NC358,+N,20.66,11.06,12.23333333,4.2
NC358,+N,20.66,11.66666667,12.32,4.4
NC358,+N,20.66,11.66666667,12.32,4.2
NC358,+N,20.66,11.66666667,12.23333333,4.4
NC358,+N,20.66,11.66666667,12.23333333,4.2
NC358,+N,22.63333333,11.06,12.32,4.4
NC358,+N,22.63333333,11.06,12.32,4.2
NC358,+N,22.63333333,11.06,12.23333333,4.4
NC358,+N,22.63333333,11.06,12.23333333,4.2
NC358,+N,22.63333333,11.66666667,12.32,4.4
NC358,+N,22.63333333,11.66666667,12.32,4.2
NC358,+N,22.63333333,11.66666667,12.23333333,4.4
NC358,+N,22.63333333,11.66666667,12.23333333,4.2
NC360,+N,21.225,9.033333333,11.35,6
NC360,+N,21.225,9.033333333,11.35,4.9
NC360,+N,21.225,9.033333333,12.9,6
NC360,+N,21.225,9.033333333,12.9,4.9
NC360,+N,21.225,8.325,11.35,6
NC360,+N,21.225,8.325,11.35,4.9
NC360,+N,21.225,8.325,12.9,6
NC360,+N,21.225,8.325,12.9,4.9
NC360,+N,20.7,9.033333333,11.35,6
NC360,+N,20.7,9.033333333,11.35,4.9
NC360,+N,20.7,9.033333333,12.9,6
NC360,+N,20.7,9.033333333,12.9,4.9
NC360,+N,20.7,8.325,11.35,6
NC360,+N,20.7,8.325,11.35,4.9
NC360,+N,20.7,8.325,12.9,6
NC360,+N,20.7,8.325,12.9,4.9
NC362,+N,23.7,11.7,13.475,5.4
NC362,+N,23.7,11.7,13.475,4.5
NC362,+N,23.7,11.7,13.66666667,5.4
NC362,+N,23.7,11.7,13.66666667,4.5
NC362,+N,23.7,15.23333333,13.475,5.4
NC362,+N,23.7,15.23333333,13.475,4.5
NC362,+N,23.7,15.23333333,13.66666667,5.4
NC362,+N,23.7,15.23333333,13.66666667,4.5
NC362,+N,23.95,11.7,13.475,5.4
NC362,+N,23.95,11.7,13.475,4.5
NC362,+N,23.95,11.7,13.66666667,5.4
NC362,+N,23.95,11.7,13.66666667,4.5
NC362,+N,23.95,15.23333333,13.475,5.4
NC362,+N,23.95,15.23333333,13.475,4.5
NC362,+N,23.95,15.23333333,13.66666667,5.4
NC362,+N,23.95,15.23333333,13.66666667,4.5
NC364,+N,26.725,7.375,12.56666667,4.3
NC364,+N,26.725,7.375,12.56666667,4.7
NC364,+N,26.725,7.375,10.6,4.3
NC364,+N,26.725,7.375,10.6,4.7
NC364,+N,26.725,14.43333333,12.56666667,4.3
NC364,+N,26.725,14.43333333,12.56666667,4.7
NC364,+N,26.725,14.43333333,10.6,4.3
NC364,+N,26.725,14.43333333,10.6,4.7
NC364,+N,25.5,7.375,12.56666667,4.3
NC364,+N,25.5,7.375,12.56666667,4.7
NC364,+N,25.5,7.375,10.6,4.3
NC364,+N,25.5,7.375,10.6,4.7
NC364,+N,25.5,14.43333333,12.56666667,4.3
NC364,+N,25.5,14.43333333,12.56666667,4.7
NC364,+N,25.5,14.43333333,10.6,4.3
NC364,+N,25.5,14.43333333,10.6,4.7
NC366,+N,24.95,10.8,12.1,6.7
NC366,+N,24.95,10.8,12.1,6.7
NC366,+N,24.95,10.8,13.36666667,6.7
NC366,+N,24.95,10.8,13.36666667,6.7
NC366,+N,24.95,17.3,12.1,6.7
NC366,+N,24.95,17.3,12.1,6.7
NC366,+N,24.95,17.3,13.36666667,6.7
NC366,+N,24.95,17.3,13.36666667,6.7
NC366,+N,21.16666667,10.8,12.1,6.7
NC366,+N,21.16666667,10.8,12.1,6.7
NC366,+N,21.16666667,10.8,13.36666667,6.7
NC366,+N,21.16666667,10.8,13.36666667,6.7
NC366,+N,21.16666667,17.3,12.1,6.7
NC366,+N,21.16666667,17.3,12.1,6.7
NC366,+N,21.16666667,17.3,13.36666667,6.7
NC366,+N,21.16666667,17.3,13.36666667,6.7
NC368,+N,27.575,11.325,8.475,6.7
NC368,+N,27.575,11.325,8.475,6.3
NC368,+N,27.575,11.325,9.8,6.7
NC368,+N,27.575,11.325,9.8,6.3
NC368,+N,27.575,10.7,8.475,6.7
NC368,+N,27.575,10.7,8.475,6.3
NC368,+N,27.575,10.7,9.8,6.7
NC368,+N,27.575,10.7,9.8,6.3
NC368,+N,28.2,11.325,8.475,6.7
NC368,+N,28.2,11.325,8.475,6.3
NC368,+N,28.2,11.325,9.8,6.7
NC368,+N,28.2,11.325,9.8,6.3
NC368,+N,28.2,10.7,8.475,6.7
NC368,+N,28.2,10.7,8.475,6.3
NC368,+N,28.2,10.7,9.8,6.7
NC368,+N,28.2,10.7,9.8,6.3
NC370,+N,25.33333333,25.5,12.34666667,6.9
NC370,+N,,25.5,12.34666667,6.9
NC372,+N,26.25,10.75,12.33333333,4
NC372,+N,26.25,10.75,12.33333333,3.7
NC372,+N,26.25,10.75,11.55,4
NC372,+N,26.25,10.75,11.55,3.7
NC372,+N,26.25,14.53333333,12.33333333,4
NC372,+N,26.25,14.53333333,12.33333333,3.7
NC372,+N,26.25,14.53333333,11.55,4
NC372,+N,26.25,14.53333333,11.55,3.7
NC372,+N,25.63333333,10.75,12.33333333,4
NC372,+N,25.63333333,10.75,12.33333333,3.7
NC372,+N,25.63333333,10.75,11.55,4
NC372,+N,25.63333333,10.75,11.55,3.7
NC372,+N,25.63333333,14.53333333,12.33333333,4
NC372,+N,25.63333333,14.53333333,12.33333333,3.7
NC372,+N,25.63333333,14.53333333,11.55,4
