Genotype,nitrogen,Cob_Width_2018,Cob_Weight_2018,Cob_Length_2018,Weight_of_20_Kernel_2018
CML220,+N,29.3,13.2,9.84,4.9
CML220,+N,29.3,13.2,9.84,3.7
CML220,+N,25.84,13.2,10.86666667,4.9
CML220,+N,25.84,13.2,10.86666667,3.7
CML220,+N,29.3,13.2,10.86666667,4.9
CML220,+N,29.3,13.2,10.86666667,3.7
CML220,+N,25.84,10.08,9.84,4.9
CML220,+N,25.84,10.08,9.84,3.7
CML220,+N,29.3,10.08,10.86666667,4.9
CML220,+N,29.3,10.08,10.86666667,3.7
CML220,+N,25.84,13.2,9.84,4.9
CML220,+N,25.84,13.2,9.84,3.7
CML220,+N,25.84,10.08,10.86666667,4.9
CML220,+N,25.84,10.08,10.86666667,3.7
CML220,+N,29.3,10.08,9.84,4.9
CML220,+N,29.3,10.08,9.84,3.7
CML277,+N,21.2,5.1,7.9,4
CML277,+N,,5.1,7.9,4
CML287,+N,,7.9,11,1.7
CML287,+N,19.4,7.9,11,1.7
CML314,+N,24.5,12.6,10.8,4.9
CML314,+N,,12.6,10.8,4.9
CML323,+N,,11.56666667,12.25,3.8
CML323,+N,22.26666667,11.56666667,12.25,3.8
CML333,+N,,12.53333333,8.2,4.6
CML333,+N,22.96666667,12.53333333,8.2,4.6
CML52,+N,16.85714286,9.542857143,12.34285714,3.7
CML52,+N,,9.542857143,12.34285714,3.7
CML91,+N,20.425,12.5,12.66666667,7.7
CML91,+N,20.425,12.5,12.66666667,7.4
CML91,+N,18.2,8.75,9.65,7.7
CML91,+N,18.2,8.75,9.65,7.4
CML91,+N,20.425,8.75,12.66666667,7.7
CML91,+N,20.425,8.75,12.66666667,7.4
CML91,+N,20.425,12.5,9.65,7.7
CML91,+N,20.425,12.5,9.65,7.4
CML91,+N,18.2,8.75,12.66666667,7.7
CML91,+N,18.2,8.75,12.66666667,7.4
CML91,+N,18.2,12.5,9.65,7.7
CML91,+N,18.2,12.5,9.65,7.4
CML91,+N,18.2,12.5,12.66666667,7.7
CML91,+N,18.2,12.5,12.66666667,7.4
CML91,+N,20.425,8.75,9.65,7.7
CML91,+N,20.425,8.75,9.65,7.4
CML92,+N,25.2,11.03333333,10.5,4.8
CML92,+N,,11.03333333,10.5,4.8
CMV3,+N,23.92,5.516666667,10.34,3.3
CMV3,+N,23.92,6.46,8.516666667,3.3
CMV3,+N,23.92,6.46,10.34,3.3
CMV3,+N,24.06666667,6.46,10.34,3.3
CMV3,+N,24.06666667,5.516666667,8.516666667,3.3
CMV3,+N,24.06666667,5.516666667,10.34,3.3
CMV3,+N,24.06666667,6.46,8.516666667,3.3
CMV3,+N,23.92,5.516666667,8.516666667,3.3
CO106,+N,24.03333333,12.33333333,9.5,3.4
CO106,+N,24.03333333,12.33333333,9.5,3.9
CO106,+N,24.03333333,9.9,9.175,3.4
CO106,+N,24.03333333,9.9,9.175,3.9
CO106,+N,23.325,9.9,9.5,3.4
CO106,+N,23.325,9.9,9.5,3.9
CO106,+N,24.03333333,12.33333333,9.175,3.4
CO106,+N,24.03333333,12.33333333,9.175,3.9
CO106,+N,24.03333333,9.9,9.5,3.4
CO106,+N,24.03333333,9.9,9.5,3.9
CO106,+N,23.325,12.33333333,9.175,3.4
CO106,+N,23.325,12.33333333,9.175,3.9
CO106,+N,23.325,9.9,9.175,3.4
CO106,+N,23.325,9.9,9.175,3.9
CO106,+N,23.325,12.33333333,9.5,3.4
CO106,+N,23.325,12.33333333,9.5,3.9
CO109,+N,19.925,6.933333333,10.06666667,3.2
CO109,+N,19.925,6.933333333,10.06666667,4.1
CO109,+N,19.925,6.933333333,11.7,3.2
CO109,+N,19.925,6.933333333,11.7,4.1
CO109,+N,19.925,9.1,10.06666667,3.2
CO109,+N,19.925,9.1,10.06666667,4.1
CO109,+N,19.925,9.1,11.7,3.2
CO109,+N,19.925,9.1,11.7,4.1
CO109,+N,19.23333333,6.933333333,10.06666667,3.2
CO109,+N,19.23333333,6.933333333,10.06666667,4.1
CO109,+N,19.23333333,6.933333333,11.7,3.2
CO109,+N,19.23333333,6.933333333,11.7,4.1
CO109,+N,19.23333333,9.1,11.7,3.2
CO109,+N,19.23333333,9.1,11.7,4.1
CO109,+N,19.23333333,9.1,10.06666667,3.2
CO109,+N,19.23333333,9.1,10.06666667,4.1
CO125,+N,,5.85,5.75,3.2
CO125,+N,19.7,5.85,5.75,3.2
CO255,+N,22.9,8.675,12.125,3.7
CO255,+N,,8.675,12.125,3.7
DE1,+N,25.5,14.8,13.25,7.5
DE1,+N,25.5,14.8,13.25,3.4
DE1,+N,25.5,14.8,11.15,7.5
DE1,+N,25.5,14.8,11.15,3.4
DE1,+N,25.5,11.175,13.25,7.5
DE1,+N,25.5,11.175,13.25,3.4
DE1,+N,25.5,11.175,11.15,7.5
DE1,+N,25.5,11.175,11.15,3.4
DE1,+N,25.325,14.8,13.25,7.5
DE1,+N,25.325,14.8,13.25,3.4
DE1,+N,25.325,14.8,11.15,7.5
DE1,+N,25.325,14.8,11.15,3.4
DE1,+N,25.325,11.175,13.25,7.5
DE1,+N,25.325,11.175,13.25,3.4
DE1,+N,25.325,11.175,11.15,7.5
DE1,+N,25.325,11.175,11.15,3.4
DE2,+N,29.775,18.8,12.6,5.5
DE2,+N,29.775,18.8,12.6,5.4
DE2,+N,29.125,20,12.975,5.5
DE2,+N,29.125,20,12.975,5.4
DE2,+N,29.125,20,12.6,5.5
DE2,+N,29.125,20,12.6,5.4
DE2,+N,29.125,18.8,12.6,5.5
DE2,+N,29.125,18.8,12.6,5.4
DE2,+N,29.775,20,12.975,5.5
DE2,+N,29.775,20,12.975,5.4
DE2,+N,29.775,20,12.6,5.5
DE2,+N,29.775,20,12.6,5.4
DE2,+N,29.125,18.8,12.975,5.5
DE2,+N,29.125,18.8,12.975,5.4
DE2,+N,29.775,18.8,12.975,5.5
DE2,+N,29.775,18.8,12.975,5.4
DE811,+N,23.06666667,15.83333333,16.4,5.7
DE811,+N,23.06666667,15.83333333,16.4,5.8
DE811,+N,23.06666667,19.83333333,15.6,5.7
DE811,+N,23.06666667,19.83333333,15.6,5.8
DE811,+N,24.33333333,19.83333333,16.4,5.7
DE811,+N,24.33333333,19.83333333,16.4,5.8
DE811,+N,23.06666667,15.83333333,15.6,5.7
DE811,+N,23.06666667,15.83333333,15.6,5.8
DE811,+N,23.06666667,19.83333333,16.4,5.7
DE811,+N,23.06666667,19.83333333,16.4,5.8
DE811,+N,24.33333333,15.83333333,15.6,5.7
DE811,+N,24.33333333,15.83333333,15.6,5.8
DE811,+N,24.33333333,19.83333333,15.6,5.7
DE811,+N,24.33333333,19.83333333,15.6,5.8
DE811,+N,24.33333333,15.83333333,16.4,5.7
DE811,+N,24.33333333,15.83333333,16.4,5.8
E2558W,+N,17.22,10.68,14.8,5.9
E2558W,+N,,10.68,14.8,5.9
EP1,+N,22.525,5.225,12.15,6.1
EP1,+N,22.525,5.225,12.15,3.6
EP1,+N,22.525,5.225,7.85,6.1
EP1,+N,22.525,5.225,7.85,3.6
EP1,+N,23.025,5.225,12.15,6.1
EP1,+N,23.025,5.225,12.15,3.6
EP1,+N,23.025,5.225,7.85,6.1
EP1,+N,23.025,5.225,7.85,3.6
EP1,+N,23.025,10.1,12.15,6.1
EP1,+N,23.025,10.1,12.15,3.6
EP1,+N,23.025,10.1,7.85,6.1
EP1,+N,23.025,10.1,7.85,3.6
EP1,+N,22.525,10.1,12.15,6.1
EP1,+N,22.525,10.1,12.15,3.6
EP1,+N,22.525,10.1,7.85,6.1
EP1,+N,22.525,10.1,7.85,3.6
F2,+N,22.5,9.166666667,15,5.5
F2,+N,22.5,9.166666667,15,4.2
F2,+N,22.5,9.166666667,14.83333333,5.5
F2,+N,22.5,9.166666667,14.83333333,4.2
F2,+N,22.5,32.56666667,15,5.5
F2,+N,22.5,32.56666667,15,4.2
F2,+N,22.5,32.56666667,14.83333333,5.5
F2,+N,22.5,32.56666667,14.83333333,4.2
F2,+N,26.2,9.166666667,15,5.5
F2,+N,26.2,9.166666667,15,4.2
F2,+N,26.2,9.166666667,14.83333333,5.5
F2,+N,26.2,9.166666667,14.83333333,4.2
F2,+N,26.2,32.56666667,14.83333333,5.5
F2,+N,26.2,32.56666667,14.83333333,4.2
F2,+N,26.2,32.56666667,15,5.5
F2,+N,26.2,32.56666667,15,4.2
F44,+N,18.78333333,7.316666667,9.733333333,3.7
F44,+N,18.78333333,7.316666667,9.733333333,3.7
F44,+N,18.75,7.25,11.3,3.7
F44,+N,18.75,7.25,11.3,3.7
F44,+N,18.75,7.316666667,9.733333333,3.7
F44,+N,18.75,7.316666667,9.733333333,3.7
F44,+N,18.78333333,7.316666667,11.3,3.7
F44,+N,18.78333333,7.316666667,11.3,3.7
F44,+N,18.75,7.25,9.733333333,3.7
F44,+N,18.75,7.25,9.733333333,3.7
F44,+N,18.78333333,7.25,11.3,3.7
F44,+N,18.78333333,7.25,11.3,3.7
F44,+N,18.75,7.316666667,11.3,3.7
F44,+N,18.75,7.316666667,11.3,3.7
F44,+N,18.78333333,7.25,9.733333333,3.7
F44,+N,18.78333333,7.25,9.733333333,3.7
F6,+N,,13.13333333,12.36666667,6.7
F6,+N,18.66666667,13.13333333,12.36666667,6.7
F7,+N,18.55,8.68,11.325,3.2
F7,+N,18.55,8.68,11.325,3.1
F7,+N,18.55,8.68,13.08,3.2
F7,+N,18.55,8.68,13.08,3.1
F7,+N,19.8,8.68,11.325,3.2
F7,+N,19.8,8.68,11.325,3.1
F7,+N,19.8,8.68,13.08,3.2
F7,+N,19.8,8.68,13.08,3.1
F7,+N,19.8,5.325,11.325,3.2
F7,+N,19.8,5.325,11.325,3.1
F7,+N,19.8,5.325,13.08,3.2
F7,+N,19.8,5.325,13.08,3.1
F7,+N,18.55,5.325,13.08,3.2
F7,+N,18.55,5.325,13.08,3.1
F7,+N,18.55,5.325,11.325,3.2
F7,+N,18.55,5.325,11.325,3.1
GA209,+N,,6.775,6.875,3.9
GA209,+N,21.3,6.775,6.875,3.9
GT112,+N,23,13.5,13.6,6.1
GT112,+N,,13.5,13.6,6.1
H100,+N,24.04,14.24,14,4.6
H100,+N,24.04,14.24,14,6.2
H100,+N,21.66666667,14.24,13.06,4.6
H100,+N,21.66666667,14.24,13.06,6.2
H100,+N,24.04,14.24,13.06,4.6
H100,+N,24.04,14.24,13.06,6.2
H100,+N,21.66666667,14.24,14,4.6
H100,+N,21.66666667,14.24,14,6.2
H84,+N,22.6,10.38,9.86,5.8
H84,+N,22.6,10.38,9.86,4.7
H84,+N,22.6,16.9,12.1,5.8
H84,+N,22.6,16.9,12.1,4.7
H84,+N,20.68,10.38,9.86,5.8
H84,+N,20.68,10.38,9.86,4.7
H84,+N,20.68,10.38,12.1,5.8
H84,+N,20.68,10.38,12.1,4.7
H84,+N,20.68,16.9,9.86,5.8
H84,+N,20.68,16.9,9.86,4.7
H84,+N,20.68,16.9,12.1,5.8
H84,+N,20.68,16.9,12.1,4.7
H84,+N,22.6,10.38,12.1,5.8
H84,+N,22.6,10.38,12.1,4.7
H84,+N,22.6,16.9,9.86,5.8
H84,+N,22.6,16.9,9.86,4.7
H91,+N,,7.15,12.15,5.1
H91,+N,20.85,7.15,12.15,5.1
H95,+N,,7.24,10.064,4.2
H95,+N,21.42,7.24,10.064,4.2
H99,+N,20.15,10.22,12.8,3.4
H99,+N,20.15,10.22,12.8,4.6
H99,+N,20.15,10.22,8.7,3.4
H99,+N,20.15,10.22,8.7,4.6
H99,+N,20.98,6.3,12.8,3.4
H99,+N,20.98,6.3,12.8,4.6
H99,+N,20.98,6.3,8.7,3.4
H99,+N,20.98,6.3,8.7,4.6
H99,+N,20.98,10.22,12.8,3.4
H99,+N,20.98,10.22,12.8,4.6
H99,+N,20.98,10.22,8.7,3.4
H99,+N,20.98,10.22,8.7,4.6
H99,+N,20.15,6.3,12.8,3.4
H99,+N,20.15,6.3,12.8,4.6
H99,+N,20.15,6.3,8.7,3.4
H99,+N,20.15,6.3,8.7,4.6
HP301,+N,19.7,6.025,11.475,1.8
HP301,+N,19.7,6.025,11.475,1.5
HP301,+N,18.75,9.533333333,13.03333333,1.8
HP301,+N,18.75,9.533333333,13.03333333,1.5
HP301,+N,18.75,6.025,11.475,1.8
HP301,+N,18.75,6.025,11.475,1.5
HP301,+N,18.75,6.025,13.03333333,1.8
HP301,+N,18.75,6.025,13.03333333,1.5
HP301,+N,19.7,9.533333333,11.475,1.8
HP301,+N,19.7,9.533333333,11.475,1.5
HP301,+N,19.7,9.533333333,13.03333333,1.8
HP301,+N,19.7,9.533333333,13.03333333,1.5
HP301,+N,19.7,6.025,13.03333333,1.8
HP301,+N,19.7,6.025,13.03333333,1.5
HP301,+N,18.75,9.533333333,11.475,1.8
HP301,+N,18.75,9.533333333,11.475,1.5
I137TN,+N,,16.65,13.1,4.5
I137TN,+N,24.55,16.65,13.1,4.5
Il14H,+N,24.83333333,6.9,10.5,4.6
Il14H,+N,24.83333333,6.9,10.5,4.6
Il14H,+N,24.83333333,6.9,9.875,4.6
Il14H,+N,24.83333333,6.9,9.875,4.6
Il14H,+N,22.5,10.16666667,10.5,4.6
Il14H,+N,22.5,10.16666667,10.5,4.6
Il14H,+N,22.5,10.16666667,9.875,4.6
Il14H,+N,22.5,10.16666667,9.875,4.6
Il14H,+N,22.5,6.9,10.5,4.6
Il14H,+N,22.5,6.9,10.5,4.6
Il14H,+N,22.5,6.9,9.875,4.6
Il14H,+N,22.5,6.9,9.875,4.6
Il14H,+N,24.83333333,10.16666667,10.5,4.6
Il14H,+N,24.83333333,10.16666667,10.5,4.6
Il14H,+N,24.83333333,10.16666667,9.875,4.6
Il14H,+N,24.83333333,10.16666667,9.875,4.6
Il677a,+N,22.7,13.4,8.56,5.5
Il677a,+N,22.7,13.4,8.56,4.7
Il677a,+N,22.7,7.22,9.1,5.5
Il677a,+N,22.7,7.22,9.1,4.7
Il677a,+N,22.7,13.4,9.1,5.5
Il677a,+N,22.7,13.4,9.1,4.7
Il677a,+N,20.25,13.4,8.56,5.5
Il677a,+N,20.25,13.4,8.56,4.7
Il677a,+N,20.25,7.22,9.1,5.5
Il677a,+N,20.25,7.22,9.1,4.7
Il677a,+N,22.7,7.22,8.56,5.5
Il677a,+N,22.7,7.22,8.56,4.7
Il677a,+N,20.25,13.4,9.1,5.5
Il677a,+N,20.25,13.4,9.1,4.7
Il677a,+N,20.25,7.22,8.56,5.5
Il677a,+N,20.25,7.22,8.56,4.7
Ill.Hy,+N,27.6,7.2,11.25,6
Ill.Hy,+N,27.6,7.2,11.25,5.9
Ill.Hy,+N,27.6,7.2,9.32,6
Ill.Hy,+N,27.6,7.2,9.32,5.9
Ill.Hy,+N,24.98,9.64,11.25,6
Ill.Hy,+N,24.98,9.64,11.25,5.9
Ill.Hy,+N,24.98,9.64,9.32,6
Ill.Hy,+N,24.98,9.64,9.32,5.9
Ill.Hy,+N,27.6,9.64,11.25,6
Ill.Hy,+N,27.6,9.64,11.25,5.9
Ill.Hy,+N,27.6,9.64,9.32,6
Ill.Hy,+N,27.6,9.64,9.32,5.9
Ill.Hy,+N,24.98,7.2,11.25,6
Ill.Hy,+N,24.98,7.2,11.25,5.9
Ill.Hy,+N,24.98,7.2,9.32,6
Ill.Hy,+N,24.98,7.2,9.32,5.9
K4,+N,23.175,13.525,12.35,4.5
K4,+N,,13.525,12.35,4.5
K55,+N,30.075,17.96666667,7.8,5.1
K55,+N,30.075,17.96666667,7.8,5
K55,+N,30.075,14.8,11.26666667,5.1
K55,+N,30.075,14.8,11.26666667,5
K55,+N,30.075,17.96666667,11.26666667,5.1
K55,+N,30.075,17.96666667,11.26666667,5
K55,+N,30.43333333,14.8,7.8,5.1
K55,+N,30.43333333,14.8,7.8,5
K55,+N,30.43333333,17.96666667,11.26666667,5.1
K55,+N,30.43333333,17.96666667,11.26666667,5
K55,+N,30.43333333,17.96666667,7.8,5.1
K55,+N,30.43333333,17.96666667,7.8,5
K55,+N,30.075,14.8,7.8,5.1
K55,+N,30.075,14.8,7.8,5
K55,+N,30.43333333,14.8,11.26666667,5.1
K55,+N,30.43333333,14.8,11.26666667,5
K64,+N,25,16.46666667,11.3,4.8
K64,+N,25,16.46666667,11.3,4.9
K64,+N,25,16.46666667,11.33333333,4.8
K64,+N,25,16.46666667,11.33333333,4.9
K64,+N,30.1,19.675,11.3,4.8
K64,+N,30.1,19.675,11.3,4.9
K64,+N,30.1,19.675,11.33333333,4.8
K64,+N,30.1,19.675,11.33333333,4.9
K64,+N,30.1,16.46666667,11.3,4.8
K64,+N,30.1,16.46666667,11.3,4.9
K64,+N,30.1,16.46666667,11.33333333,4.8
K64,+N,30.1,16.46666667,11.33333333,4.9
K64,+N,25,19.675,11.3,4.8
K64,+N,25,19.675,11.3,4.9
K64,+N,25,19.675,11.33333333,4.8
K64,+N,25,19.675,11.33333333,4.9
Ky228,+N,19.8,4.2,12.53333333,6.1
Ky228,+N,19.8,4.2,12.53333333,5.1
Ky228,+N,19.93333333,9.9,8.15,6.1
Ky228,+N,19.93333333,9.9,8.15,5.1
Ky228,+N,19.8,4.2,8.15,6.1
Ky228,+N,19.8,4.2,8.15,5.1
Ky228,+N,19.93333333,4.2,12.53333333,6.1
Ky228,+N,19.93333333,4.2,12.53333333,5.1
Ky228,+N,19.8,9.9,8.15,6.1
Ky228,+N,19.8,9.9,8.15,5.1
Ky228,+N,19.8,9.9,12.53333333,6.1
Ky228,+N,19.8,9.9,12.53333333,5.1
Ky228,+N,19.93333333,9.9,12.53333333,6.1
Ky228,+N,19.93333333,9.9,12.53333333,5.1
Ky228,+N,19.93333333,4.2,8.15,6.1
Ky228,+N,19.93333333,4.2,8.15,5.1
L317,+N,20.75,13.75,14.425,3.3
L317,+N,,13.75,14.425,3.3
M14,+N,20.7,4.9,8.266666667,4.2
M14,+N,20.7,4.9,8.266666667,3.5
M14,+N,20.7,6.45,10.6,4.2
M14,+N,20.7,6.45,10.6,3.5
M14,+N,20.53333333,6.45,8.266666667,4.2
M14,+N,20.53333333,6.45,8.266666667,3.5
M14,+N,20.53333333,6.45,10.6,4.2
M14,+N,20.53333333,6.45,10.6,3.5
M14,+N,20.53333333,4.9,8.266666667,4.2
M14,+N,20.53333333,4.9,8.266666667,3.5
M14,+N,20.53333333,4.9,10.6,4.2
M14,+N,20.53333333,4.9,10.6,3.5
M14,+N,20.7,4.9,10.6,4.2
M14,+N,20.7,4.9,10.6,3.5
M14,+N,20.7,6.45,8.266666667,4.2
M14,+N,20.7,6.45,8.266666667,3.5
M162W,+N,,15.65,9.4,7.1
M162W,+N,22.35,15.65,9.4,7.1
M37W,+N,,9.125,12.4,4.7
M37W,+N,22.15,9.125,12.4,4.7
Mo.G,+N,23.75,23.3,18.4,5.4
Mo.G,+N,23.75,23.3,18.4,6.3
Mo.G,+N,23.75,12.525,10.8,5.4
Mo.G,+N,23.75,12.525,10.8,6.3
Mo.G,+N,23.75,23.3,10.8,5.4
Mo.G,+N,23.75,23.3,10.8,6.3
Mo.G,+N,27,23.3,18.4,5.4
Mo.G,+N,27,23.3,18.4,6.3
Mo.G,+N,27,12.525,10.8,5.4
Mo.G,+N,27,12.525,10.8,6.3
Mo.G,+N,23.75,12.525,18.4,5.4
Mo.G,+N,23.75,12.525,18.4,6.3
Mo.G,+N,27,23.3,10.8,5.4
Mo.G,+N,27,23.3,10.8,6.3
Mo.G,+N,27,12.525,18.4,5.4
Mo.G,+N,27,12.525,18.4,6.3
Mo17,+N,20.575,9.425,14.7,6.4
Mo17,+N,20.575,9.425,14.7,4.5
Mo17,+N,19.575,7.1,14.875,6.4
Mo17,+N,19.575,7.1,14.875,4.5
Mo17,+N,20.575,9.425,14.875,6.4
Mo17,+N,20.575,9.425,14.875,4.5
Mo17,+N,20.575,7.1,14.7,6.4
Mo17,+N,20.575,7.1,14.7,4.5
Mo17,+N,19.575,9.425,14.875,6.4
Mo17,+N,19.575,9.425,14.875,4.5
Mo17,+N,19.575,7.1,14.7,6.4
Mo17,+N,19.575,7.1,14.7,4.5
Mo17,+N,20.575,7.1,14.875,6.4
Mo17,+N,20.575,7.1,14.875,4.5
Mo17,+N,19.575,9.425,14.7,6.4
Mo17,+N,19.575,9.425,14.7,4.5
Mo1W,+N,23.325,13.15,7.733333333,3.7
Mo1W,+N,23.325,13.15,7.733333333,3.1
Mo1W,+N,23.325,13.15,8.55,3.7
Mo1W,+N,23.325,13.15,8.55,3.1
Mo1W,+N,23.33333333,6.033333333,7.733333333,3.7
Mo1W,+N,23.33333333,6.033333333,7.733333333,3.1
Mo1W,+N,23.33333333,6.033333333,8.55,3.7
Mo1W,+N,23.33333333,6.033333333,8.55,3.1
Mo1W,+N,23.325,6.033333333,7.733333333,3.7
Mo1W,+N,23.325,6.033333333,7.733333333,3.1
Mo1W,+N,23.325,6.033333333,8.55,3.7
Mo1W,+N,23.325,6.033333333,8.55,3.1
Mo1W,+N,23.33333333,13.15,7.733333333,3.7
Mo1W,+N,23.33333333,13.15,7.733333333,3.1
Mo1W,+N,23.33333333,13.15,8.55,3.7
Mo1W,+N,23.33333333,13.15,8.55,3.1
Mo24W,+N,25.83333333,30.86666667,15.9,7.6
Mo24W,+N,25.83333333,30.86666667,15.9,3
Mo24W,+N,25.83333333,19.9,18.3,7.6
Mo24W,+N,25.83333333,19.9,18.3,3
Mo24W,+N,25.83333333,30.86666667,18.3,7.6
Mo24W,+N,25.83333333,30.86666667,18.3,3
Mo24W,+N,30.96666667,30.86666667,15.9,7.6
Mo24W,+N,30.96666667,30.86666667,15.9,3
Mo24W,+N,30.96666667,19.9,18.3,7.6
Mo24W,+N,30.96666667,19.9,18.3,3
Mo24W,+N,25.83333333,19.9,15.9,7.6
Mo24W,+N,25.83333333,19.9,15.9,3
Mo24W,+N,30.96666667,30.86666667,18.3,7.6
Mo24W,+N,30.96666667,30.86666667,18.3,3
Mo24W,+N,30.96666667,19.9,15.9,7.6
Mo24W,+N,30.96666667,19.9,15.9,3
Mo44,+N,18.73333333,10.73333333,13.16666667,5.1
Mo44,+N,18.73333333,10.73333333,13.16666667,5.2
Mo44,+N,18.73333333,16.9,13.43333333,5.1
Mo44,+N,18.73333333,16.9,13.43333333,5.2
Mo44,+N,18.73333333,10.73333333,13.43333333,5.1
Mo44,+N,18.73333333,10.73333333,13.43333333,5.2
Mo44,+N,21.63333333,16.9,13.16666667,5.1
Mo44,+N,21.63333333,16.9,13.16666667,5.2
Mo44,+N,21.63333333,10.73333333,13.43333333,5.1
Mo44,+N,21.63333333,10.73333333,13.43333333,5.2
Mo44,+N,21.63333333,10.73333333,13.16666667,5.1
Mo44,+N,21.63333333,10.73333333,13.16666667,5.2
Mo44,+N,18.73333333,16.9,13.16666667,5.1
Mo44,+N,18.73333333,16.9,13.16666667,5.2
Mo44,+N,21.63333333,16.9,13.43333333,5.1
Mo44,+N,21.63333333,16.9,13.43333333,5.2
Mo45,+N,22.275,15.75,14.5,4.3
Mo45,+N,22.275,15.75,14.5,3.5
Mo45,+N,22.275,15.75,13.725,4.3
Mo45,+N,22.275,15.75,13.725,3.5
Mo45,+N,22.275,13.975,14.5,4.3
Mo45,+N,22.275,13.975,14.5,3.5
Mo45,+N,22.275,13.975,13.725,4.3
Mo45,+N,22.275,13.975,13.725,3.5
Mo45,+N,23.875,15.75,14.5,4.3
Mo45,+N,23.875,15.75,14.5,3.5
Mo45,+N,23.875,15.75,13.725,4.3
Mo45,+N,23.875,15.75,13.725,3.5
Mo45,+N,23.875,13.975,13.725,4.3
Mo45,+N,23.875,13.975,13.725,3.5
Mo45,+N,23.875,13.975,14.5,4.3
Mo45,+N,23.875,13.975,14.5,3.5
Mo46,+N,21.75,6.5,10.85,5
Mo46,+N,21.75,6.5,10.85,4.4
Mo46,+N,21.75,10.55,8.955,5
Mo46,+N,21.75,10.55,8.955,4.4
Mo46,+N,21.75,10.55,10.85,5
Mo46,+N,21.75,10.55,10.85,4.4
Mo46,+N,23,6.5,10.85,5
Mo46,+N,23,6.5,10.85,4.4
Mo46,+N,23,10.55,8.955,5
Mo46,+N,23,10.55,8.955,4.4
Mo46,+N,23,10.55,10.85,5
Mo46,+N,23,10.55,10.85,4.4
Mo46,+N,23,6.5,8.955,5
Mo46,+N,23,6.5,8.955,4.4
Mo46,+N,21.75,6.5,8.955,5
Mo46,+N,21.75,6.5,8.955,4.4
Mo47,+N,,8.975,10.925,3.7
Mo47,+N,21.625,8.975,10.925,3.7
Mp339,+N,,17.275,11.125,6.8
Mp339,+N,24.95,17.275,11.125,6.8
MS1334,+N,20.5,12.975,12.7,3.1
MS1334,+N,20.5,12.975,12.7,5.6
MS1334,+N,20.5,12.975,13.43333333,3.1
MS1334,+N,20.5,12.975,13.43333333,5.6
MS1334,+N,20.5,14.2,12.7,3.1
MS1334,+N,20.5,14.2,12.7,5.6
MS1334,+N,20.5,14.2,13.43333333,3.1
MS1334,+N,20.5,14.2,13.43333333,5.6
MS1334,+N,23.525,12.975,12.7,3.1
MS1334,+N,23.525,12.975,12.7,5.6
MS1334,+N,23.525,12.975,13.43333333,3.1
MS1334,+N,23.525,12.975,13.43333333,5.6
MS1334,+N,23.525,14.2,12.7,3.1
MS1334,+N,23.525,14.2,12.7,5.6
MS1334,+N,23.525,14.2,13.43333333,3.1
MS1334,+N,23.525,14.2,13.43333333,5.6
MS153,+N,24.96666667,12.03333333,14.03333333,4.5
MS153,+N,24.96666667,12.03333333,14.03333333,5
MS153,+N,24.96666667,16.93333333,11.7,4.5
MS153,+N,24.96666667,16.93333333,11.7,5
MS153,+N,25.86666667,12.03333333,14.03333333,4.5
MS153,+N,25.86666667,12.03333333,14.03333333,5
MS153,+N,25.86666667,12.03333333,11.7,4.5
MS153,+N,25.86666667,12.03333333,11.7,5
MS153,+N,25.86666667,16.93333333,14.03333333,4.5
MS153,+N,25.86666667,16.93333333,14.03333333,5
MS153,+N,25.86666667,16.93333333,11.7,4.5
MS153,+N,25.86666667,16.93333333,11.7,5
MS153,+N,24.96666667,12.03333333,11.7,4.5
MS153,+N,24.96666667,12.03333333,11.7,5
MS153,+N,24.96666667,16.93333333,14.03333333,4.5
MS153,+N,24.96666667,16.93333333,14.03333333,5
Ms71,+N,,11.7,14.9,5.9
Ms71,+N,22,11.7,14.9,5.9
Mt42,+N,21.25,10.2,11.5,3.2
Mt42,+N,21.25,10.2,11.5,2.2
Mt42,+N,21.25,10.2,12.8,3.2
Mt42,+N,21.25,10.2,12.8,2.2
Mt42,+N,23.76666667,10.2,11.5,3.2
Mt42,+N,23.76666667,10.2,11.5,2.2
Mt42,+N,23.76666667,10.2,12.8,3.2
Mt42,+N,23.76666667,10.2,12.8,2.2
Mt42,+N,23.76666667,9.8,11.5,3.2
Mt42,+N,23.76666667,9.8,11.5,2.2
Mt42,+N,23.76666667,9.8,12.8,3.2
Mt42,+N,23.76666667,9.8,12.8,2.2
Mt42,+N,21.25,9.8,12.8,3.2
Mt42,+N,21.25,9.8,12.8,2.2
Mt42,+N,21.25,9.8,11.5,3.2
Mt42,+N,21.25,9.8,11.5,2.2
N192,+N,24.75,8.45,11.4,4.7
N192,+N,24.75,8.45,11.4,4.2
N192,+N,24.75,14.1,13.95,4.7
N192,+N,24.75,14.1,13.95,4.2
N192,+N,24.75,14.1,11.4,4.7
N192,+N,24.75,14.1,11.4,4.2
N192,+N,24.6,8.45,11.4,4.7
N192,+N,24.6,8.45,11.4,4.2
N192,+N,24.6,14.1,13.95,4.7
N192,+N,24.6,14.1,13.95,4.2
N192,+N,24.6,14.1,11.4,4.7
N192,+N,24.6,14.1,11.4,4.2
N192,+N,24.6,8.45,13.95,4.7
N192,+N,24.6,8.45,13.95,4.2
N192,+N,24.75,8.45,13.95,4.7
